song,artist,word_count,reading_ease,polarity,subjectivity
Back Stabbers,O'Jays,251,98.21,0.0327437641723,0.208945578231
Down By The Lazy River,Osmonds,233,88.74,-0.103011803012,0.558750508751
Mother And Child Reunion,Paul Simon,216,89.75,-0.0845238095238,0.67619047619
Go All The Way,Raspberries,143,100.24,0.112321428571,0.557321428571
The Witch Queen Of New Orleans,Redbone,235,100.24,0.108041958042,0.525524475524
Garden Party,Rick Nelson,276,81.63,0.220779220779,0.418506493506
Speak To The Sky,Rick Springfield,234,101.59,-0.0598015873016,0.567420634921
The First Time Ever I Saw Your Face,Roberta Flack,137,104.64,0.221875,0.457291666667
Where Is The Love,Roberta Flack and Donny Hathaway,?,?,?,?
Motorcycle Mama,Sailcat,220,98.21,0.1675,0.43
Candy Man,Sammy Davis Jr.,?,?,?,?
Family Affair,Sly and The Family Stone,161,82.31,0.140625,0.294097222222
A Cowboy's Work Is Never Done,Sonny and Cher,?,?,?,?
I'll Take You There,Staple Singers,405,100.24,0.185863095238,0.563988095238
"Betcha By Golly, Wow",Stylistics,173,90.77,0.387962962963,0.687962962963
Bang A Gong (Get It On),T. Rex,?,?,?,?
Never Been To Spain,Three Dog Night,182,90.77,0.0333333333333,0.675308641975
Black And White,Three Dog Night,118,110.73,0.0612433862434,0.330952380952
I Saw The Light,Todd Rundgren,187,98.21,0.169828869048,0.618303571429
Slippin' Into Darkness,War,76,99.23,0.25,1.0
Daddy Don't You Walk So Fast,Wayne Newton,224,95.17,0.0192333386778,0.494495216717
Roundabout,Yes,423,100.24,0.118383838384,0.402222222222
Here I Am (Come And Take Me),Al Green,303,100.24,0.156790123457,0.425308641975
It Never Rains In Southern California,Albert Hammond,171,96.18,0.295,0.453888888889
Ramblin' Man,Allman Brothers,188,106.67,0.28696969697,0.372121212121
Danny's Song,Anne Murray,172,95.17,0.468243661101,0.519217687075
My Maria,B.W. Stevenson,?,?,?,?
I'm Gonna Love You Just A Little More,Barry White,291,99.23,0.372113997114,0.529100529101
Do You Want To Dance?,Bette Midler,?,?,?,?
Boogie Woogie Bugle Boy,Bette Midler,349,93.14,0.124537037037,0.417824074074
Me And Mrs. Jones,Billy Paul,?,?,?,?
Will It Go Round In Circles,Billy Preston,337,104.64,0.221904761905,0.588412698413
Natural High,Bloodstone,323,96.18,0.312363636364,0.625111111111
Monster Mash,"Bobby ""Boris"" Pickett and The Crypt Kickers",351,99.23,-0.121428571429,0.621428571429
You're So Vain,Carly Simon,322,95.17,?,?
Sing,Carpenters,92,109.72,0.228888888889,0.648253968254
Yesterday Once More,Carpenters,188,91.78,0.288505747126,0.48908045977
Behind Closed Doors,Charlie Rich,166,104.64,0.0280423280423,0.527513227513
Half Breed,Cher,146,88.74,-0.0510714285714,0.3725
Feelin' Stronger Every Day,Chicago,154,89.75,0.252813852814,0.57619047619
Playground In My Mind,Clint Holmes,221,97.2,0.0588173400673,0.39111952862
Superfly,Curtis Mayfield,292,100.24,0.0163888888889,0.698055555556
Space Oddity,David Bowie,237,89.75,?,?
Smoke On The Water,Deep Purple,123,90.77,-0.0592592592593,0.531481481481
Also Sprach Zarathustra (2001),Deodato,39,101.26,0.01,0.45
Touch Me In The Morning,Diana Ross,328,96.18,0.161363636364,0.555303030303
Drift Away,Dobie Gray,303,103.63,0.201282051282,0.612179487179
Funny Face,Donna Fargo,186,86.71,0.237946428571,0.733482142857
The Twelfth Of Never,Donny Osmond,115,100.24,0.16875,0.4875
Long Train Running,Doobie Brothers,137,99.23,0.0939440993789,0.435248447205
The Cover Of Rolling Stone,Dr. Hook and The Medicine Show,?,?,?,?
"Right Place, Wrong Time",Dr. John,?,?,?,?
Frankenstein,Edgar Winter Group,2,?,0.0,0.0
Free Ride,Edgar Winter Group,115,88.74,0.24,0.643928571429
Last Song,Edward Bear,255,106.67,0.109920634921,0.235317460317
Daniel,Elton John,158,101.59,0.322916666667,0.433333333333
Crocodile Rock,Elton John,354,79.26,-0.0203571428571,0.432738095238
Hocus Pocus,Focus,113,100.24,?,?
Ain't No Woman (Like The One I Got),Four Tops,374,98.21,0.433757215007,0.692027417027
Give Me Love (Give Me Peace On Earth),George Harrison,1,?,0.0,0.0
Clair,Gilbert O'Sullivan,229,105.66,0.0231481481481,0.469907407407
Get Down,Gilbert O'Sullivan,225,105.66,-0.0924479166667,0.5
Midnight Train To Georgia,Gladys Knight and The Pips,434,98.21,?,?
Neither One Of Us (Wants To Be The First To Say Goodbye),Gladys Knight and The Pips,?,?,?,?
We're An American Band,Grand Funk Railroad,251,82.31,0.0506519274376,0.202358276644
Peaceful,Helen Reddy,163,87.72,0.345454545455,0.577272727273
Delta Dawn,Helen Reddy,110,89.75,-0.05,0.564285714286
"Oh, Babe, What Would You Say?",Hurricane Smith,?,?,?,?
Daddy's Home,Jermaine Jackson,181,89.75,0.625,0.3
Bad Bad Leroy Brown,Jim Croce,315,98.21,-0.172427983539,0.435390946502
Rocky Mountain High,John Denver,357,87.72,?,?
I Believe In You,Johnnie Taylor,393,89.75,0.113697318008,0.695498084291
Stir It Up,Johnny Nash,199,107.69,-0.0464409722222,0.522569444444
Rockin' Pneumonia And The Boogie Woogie Flu,Johnny Rivers,142,103.63,-0.106818181818,0.425
Daisy A Day,Jud Strunk,286,106.67,0.254938271605,0.457098765432
Dancing In The Moonlight,King Harvest,161,74.86,0.310907610908,0.505738705739
Why Me,Kris Kristofferson,142,95.17,-0.025,0.025
Don't Expect Me To Be Your Friend,Lobo,235,95.17,0.285233918129,0.434941520468
Your Mama Don't Dance,Loggins and Messina,256,96.18,0.0225,0.375
Let's Get It On,Marvin Gaye,251,100.24,0.212209046992,0.582125603865
The Morning After,Maureen McGovern,183,89.75,0.0857142857143,0.485714285714
Funky Worm,Ohio Players,225,89.75,0.121521164021,0.430873015873
Love Train,O'Jays,297,98.21,0.381481481481,0.6
My Love,Paul McCartney and Wings,?,?,?,?
Loves Me Like A Rock,Paul Simon,246,99.23,-0.106944444444,0.411111111111
Kodachrome,Paul Simon,217,82.31,0.197993197279,0.645544217687
Money,Pink Floyd,129,98.21,0.297207792208,0.552359307359
Yes We Can Can,Pointer Sisters,873,114.12,0.366720779221,0.533928571429
Killing Me Softly With His Song,Roberta Flack,248,96.18,0.148757763975,0.411076604555
Angie,Rolling Stones,178,90.77,0.271212121212,0.704545454545
Diamond Girl,Seals and Crofts,111,89.75,0.262037037037,0.639814814815
Wildflower,Skylark,164,95.17,0.0938271604938,0.60987654321
If You Want Me To Stay,Sly and The Family Stone,235,99.23,0.354545454545,0.463636363636
Could It Be I'm Falling In Love,Spinners,258,105.66,0.333421516755,0.606900352734
One Of A Kind (Love Affair),Spinners,361,97.2,?,?
Stuck In The Middle With You,Stealers Wheel,302,104.64,0.124500293945,0.262360376249
Reelin' In The Years,Steely Dan,260,89.75,-0.0240384615385,0.442628205128
Do It Again,Steely Dan,215,97.53,-0.00142361111111,0.369085648148
You Are The Sunshine Of My Life,Stevie Wonder,163,97.2,0.44,0.74
Higher Ground,Stevie Wonder,179,106.67,0.243849206349,0.529365079365
Superstition,Stevie Wonder,146,90.77,0.102777777778,0.505555555556
Brother Louie,Stories,165,99.23,0.00436507936508,0.489087301587
Break Up To Make Up,Stylistics,220,103.63,-0.120689655172,0.595402298851
Little Willy,Sweet,265,82.31,-0.119907407407,0.390343915344
Pillow Talk,Sylvia,230,97.2,0.101757369615,0.572392290249
Masterpiece,Temptations,131,81.29,0.0278093434343,0.573611111111
Papa Was A Rolling Stone,Temptations,417,96.18,-0.0146825396825,0.226058201058
Shambala,Three Dog Night,105,79.26,0.466666666667,0.806666666667
Why Can't We Live Together,Timmy Thomas,163,66.4,0.0881714876033,0.372727272727
"Say, Has Anybody Seen My Sweet Gypsy Rose",Tony Orlando and Dawn,?,?,?,?
Tie A Yellow Ribbon Round The Ole Oak Tree,Tony Orlando and Dawn,285,102.61,-0.0466666666667,0.365238095238
So Very Hard To Go,Tower Of Power,256,98.21,-0.0355414746544,0.697791858679
The Night The Lights Went Out In Georgia,Vicki Lawrence,474,103.63,0.0459714743251,0.323610671172
The World Is A Ghetto,War,149,106.67,0.308585858586,0.603535353535
Gypsy Man,War,92,95.17,0.217272727273,0.790909090909
The Cisco Kid,War,216,98.21,-0.103703703704,0.214814814815
Live And Let Die,Wings,108,100.58,0.100189393939,0.48125
Waterloo,ABBA,205,80.28,0.276923076923,0.646153846154
Show And Tell,Al Wilson,271,104.64,0.0916666666667,0.344444444444
Rock Me Gently,Andy Kim,263,91.78,0.307256235828,0.684637188209
A Love Song,Anne Murray,208,96.18,0.334,0.549333333333
You Won't See Me,Anne Murray,201,105.66,0.0231481481481,0.449074074074
Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,?,?,?,?
Takin' Care Of Business,Bachman-Turner Overdrive,391,79.26,0.201465201465,0.582234432234
The Way We Were,Barbra Streisand,131,88.74,0.08125,0.564285714286
"Never, Never Gonna Give You Up",Barry White,432,97.2,0.236487322202,0.536054421769
Nothing From Nothing,Billy Preston,125,87.72,-0.103571428571,0.483928571429
Sideshow,Blue Magic,283,87.72,0.0627857142857,0.622285714286
Hooked On A Feeling,Blue Swede,190,99.23,0.322023809524,0.526984126984
Billy Don't Be A Hero,Bo Donaldson and The Heywoods,249,98.21,?,?
Lookin' For A Love,Bobby Womack,166,82.31,0.346547619048,0.589047619048
Smokin' In The Boy's Room,Brownsville Station,293,75.88,0.198908730159,0.460654761905
Mockingbird,Carly Simon,249,96.18,0.416666666667,0.562962962963
Top Of The World,Carpenters,254,97.2,0.258212560386,0.559178743961
Oh Very Young,Cat Stevens,184,98.21,0.206,0.408166666667
A Very Special Love Song,Charlie Rich,157,88.74,0.120446608947,0.634198412698
The Most Beautiful Girl,Charlie Rich,200,104.64,0.220454545455,0.754545454545
Dark Lady,Cher,338,95.17,0.182355816227,0.376490713587
(I've Been) Searchin' So Long,Chicago,125,89.75,0.0966433566434,0.508041958042
Call On Me,Chicago,189,107.69,0.37,0.506666666667
Please Come To Boston,Dave Loggins,324,97.2,?,?
Rock On,David Essex,142,106.67,-0.0388888888889,0.147222222222
My Mistake Was To Love You,Diana Ross and Marvin Gaye,?,?,?,?
Then Came You,Dionne Warwick and The Spinners,?,?,?,?
I'm Leaving It All Up To You,Donny and Marie Osmond,?,?,?,?
Boogie Down,Eddie Kendricks,221,82.31,-0.0818618618619,0.362042042042
Don't Let The Sun Go Down On Me,Elton John,184,86.71,?,?
Bennie And The Jets,Elton John,172,89.75,0.178754578755,0.589438339438
I Shot The Sheriff,Eric Clapton,253,94.15,-0.195238095238,0.509523809524
Wild Thing,Fancy,101,99.23,0.161344537815,0.467600373483
Beach Baby,First Class,?,?,?,?
Rock Your Baby,George McCrae,128,100.24,0.341071428571,0.776785714286
Best Thing That Ever Happened To Me,Gladys Knight and The Pips,266,96.18,0.524404761905,0.416071428571
On And On,Gladys Knight and The Pips,469,101.26,0.346726190476,0.50505952381
I've Got To Use My Imagination,Gladys Knight and The Pips,324,85.69,0.268776106934,0.543629908104
Radar Love,Golden Earring,251,86.71,0.183249158249,0.500429292929
Sundown,Gordon Lightfoot,230,96.18,0.126909722222,0.3484375
The Loco-Motion,Grand Funk Railroad,299,88.74,0.225336700337,0.580134680135
Clap For The Wolfman,Guess Who,386,98.21,0.00969387755102,0.488265306122
You And Me Against The World,Helen Reddy,140,97.2,0.258333333333,0.458333333333
Leave Me Alone (Ruby Red Dress),Helen Reddy,294,78.25,-0.0659722222222,0.321626984127
The Air That I Breathe,Hollies,185,100.24,0.173684210526,0.476315789474
Rock The Boat,Hues Corporation,219,93.14,0.453846153846,0.571794871795
Dancing Machine,Jackson 5,220,82.31,0.0471595655806,0.447451963241
Time In A Bottle,Jim Croce,127,89.75,0.121428571429,0.457142857143
I'll Have To Say I Love You In A Song,Jim Croce,169,97.2,0.0959821428571,0.686607142857
My Girl Bill,Jim Stafford,184,87.72,0.181818181818,0.381818181818
Wildwood Weed,Jim Stafford,320,105.66,0.0646367521368,0.375747863248
Spiders And Snakes,Jim Stafford,277,106.67,0.240768588137,0.530096073517
Sunshine On My Shoulders,John Denver,133,86.71,0.566666666667,0.748148148148
Annie's Song,John Denver,143,100.24,0.293055555556,0.436111111111
Hang On In There Baby,Johnny Bristol,1,?,0.0,0.0
Help Me,Joni Mitchell,173,91.78,0.270601851852,0.552662037037
Hollywood Swinging,Kool and The Gang,?,?,?,?
Jungle Boogie,Kool and The Gang,?,?,?,?
Trying To Hold On To My Woman,Lamont Dozier,305,100.24,0.0611111111111,0.625771604938
Love's Theme,Love Unlimited Orchestra,143,89.75,0.404545454545,0.545454545455
One Hell Of A Woman,Mac Davis,190,106.67,0.175641025641,0.473076923077
Just Don't Want To Be Lonely,Main Ingredient,256,89.75,0.348484848485,0.695454545455
Midnight At The Oasis,Maria Muldaur,181,100.24,0.00625,0.4
The Entertainer,Marvin Hamlisch,2,?,0.0,0.0
TSOP,MFSB,?,?,?,?
Tubular Bells,Mike Oldfield,36,48.47,0.0458333333333,0.416666666667
Eres Tu (Touch The Wind),Mocedades,142,90.77,?,?
Put Your Hands Together,O'Jays,318,92.8,0.316964285714,0.573214285714
For The Love Of Money,O'Jays,329,98.21,0.173774509804,0.552450980392
I Honestly Love You,Olivia Newton-John,191,89.75,0.290883458647,0.534586466165
If You Love Me (Let Me Know),Olivia Newton-John,219,98.21,0.420454545455,0.625
Let Me Be There,Olivia Newton-John,220,99.23,-0.0142857142857,0.819603174603
The Night Chicago Died,Paper Lace,314,97.2,0.0947368421053,0.291228070175
(You're) Having My Baby,Paul Anka,227,98.21,0.5,0.619565217391
Band On The Run,Paul McCartney and Wings,?,?,?,?
Jet,Paul McCartney and Wings,492,99.23,0.0305555555556,0.416579861111
Helen Wheels,Paul McCartney and Wings,?,?,?,?
The Streak,Ray Stevens,274,81.29,-0.0439285714286,0.510238095238
Come And Get Your Love,Redbone,297,80.28,0.456563706564,0.575933075933
Rock And Roll Heaven,Righteous Brothers,243,98.21,-0.2,0.426666666667
You're Sixteen,Ringo Starr,169,80.28,0.7625,0.9
Oh My My,Ringo Starr,266,107.69,0.187654320988,0.491975308642
Feel Like Makin' Love,Roberta Flack,165,95.17,0.2875,0.5625
Tell Me Something Good,Rufus,110,95.17,0.5,0.734722222222
The Lord's Prayer,Sister Janet Mead,86,91.78,-0.5,0.5
Rikki Don't Lose That Number,Steely Dan,218,97.2,0.3075,0.74
The Joker,Steve Miller Band,225,87.72,0.255238095238,0.67708994709
Living For The City,Stevie Wonder,270,85.69,0.0644507575758,0.516869588745
Don't You Worry 'Bout A Thing,Stevie Wonder,300,98.21,-0.0983766233766,0.523863636364
You Make Me Feel Brand New,Stylistics,254,98.21,0.222181818182,0.620646464646
Rockin' Roll Baby,Stylistics,182,87.72,0.0225279106858,0.611788942052
Seasons In The Sun,Terry Jacks,376,98.21,0.241827876984,0.336185515873
The Show Must Go On,Three Dog Night,200,97.2,-0.149126984127,0.337817460317
"Hello, It's Me",Todd Rundgren,204,96.18,0.15,0.489743589744
I Love,Tom T. Hall,?,?,?,?
Me And Baby Brother,War,182,75.88,0.133333333333,0.15
Keep On Smilin',Wet Willie,238,89.75,-0.2,0.42
Be Thankful For What You Got,William Devaughn,279,91.78,0.2625,0.2671875
I'm Not In Love,10cc,213,106.67,-0.0107954545455,0.582386363636
How Long,Ace,192,105.66,-0.1,0.415384615385
Sha-La-La (Make Me Happy),Al Green,184,104.64,0.488034188034,0.752991452991
Only Women Bleed,Alice Cooper,244,90.77,0.00554954304954,0.838525132275
Third Rate Romance,Amazing Rhythm Aces,200,87.72,0.0404761904762,0.32380952381
Lonely People,America,118,96.18,0.000705467372134,0.344797178131
Sister Golden Hair,America,220,99.23,-0.0368457300275,0.556691919192
Cut The Cake,Average White Band,302,89.75,0.187481103553,0.531594860166
Pick Up The Pieces,Average White Band,32,101.26,0.0,0.0
(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,?,?,?,?
Express,B.T. Express,?,?,?,?
You Aint Seen Nothin' Yet,Bachman-Turner Overdrive,349,98.21,0.434693877551,0.501757369615
Free Wheelin',Bachman-Turner Overdrive,5,67.42,0.0,0.0
Feel Like Makin' Love,Bad Company,238,80.28,0.45614973262,0.585294117647
Could It Be Magic,Barry Manilow,96,90.77,0.33,0.627142857143
Mandy,Barry Manilow,220,89.75,0.134920634921,0.726984126984
"You're The First, The Last, My Everything",Barry White,127,96.18,0.282775119617,0.533811802233
Jive Talkin',Bee Gees,231,91.78,0.289236111111,0.582291666667
I Can Help,Billy Swan,228,98.55,0.45367965368,0.636168406757
Walking In Rhythm,Blackbyrds,234,98.21,0.0144217687075,0.41768707483
Love Will Keep Us Together,Captain and Tennille,236,89.75,0.413304093567,0.573538011696
Kung Fu Fighting,Carl Douglas,191,81.29,-0.00979324494949,0.50827020202
Doctor's Orders,Carol Douglas,205,87.72,0.122674109516,0.550292397661
Only Yesterday,Carpenters,268,89.75,0.0681760204082,0.648533163265
Please Mr. Postman,Carpenters,?,?,?,?
Fame,David Bowie,148,81.29,-0.209798534799,0.53489010989
Get Dancin',Disco Tex and The Sex-O-lettes,?,?,?,?
Morning Side Of The Mountain,Donny and Marie Osmond,?,?,?,?
Black Water,Doobie Brothers,311,89.75,0.0636446886447,0.476144688645
I'm On Fire,Dwight Twilley Band,213,99.23,0.123611111111,0.497222222222
Best Of My Love,Eagles,336,106.67,0.50870825603,0.476700680272
One Of These Nights,Eagles,300,100.24,-0.0507638888889,0.605740740741
Lyin' Eyes,Eagles,395,97.2,0.0146897546898,0.521875901876
Shining Star,"Earth, Wind and Fire",257,106.67,?,?
Shoeshine Boy,Eddie Kendricks,190,87.72,0.0602564102564,0.420512820513
Can't Get It Out Of My Head,Electric Light Orchestra,218,104.64,-0.0755555555556,0.308888888889
Someone Saved My Life Tonight,Elton John,384,71.82,0.263720238095,0.62630952381
Lucy In The Sky With Diamonds,Elton John,312,81.29,-0.000617283950617,0.293209876543
Philadelphia Freedom,Elton John,352,80.28,0.26667998668,0.561147741148
My Eyes Adored You,Frankie Valli,239,85.69,0.12,0.565
Swearin' To God,Frankie Valli,272,99.23,0.349147727273,0.640625
Before The Next Teardrop Falls,Freddy Fender,138,90.77,0.377777777778,0.211111111111
Wasted Days And Wasted Nights,Freddy Fender,152,107.69,0.0607142857143,0.495238095238
The Way We Were,Gladys Knight and The Pips,293,90.77,0.15652173913,0.4516563147
Rhinestone Cowboy,Glen Campbell,233,79.26,0.012037037037,0.326157407407
Never Can Say Goodbye,Gloria Gaynor,314,97.2,0.122071428571,0.418071428571
Some Kind Of Wonderful,Grand Funk,399,98.21,0.600119970469,0.809874492433
Bad Time,Grand Funk,337,97.2,0.117169421488,0.594419191919
Fallin' In Love,"Hamilton, Joe Frank and Reynolds",226,80.28,0.434722222222,0.583994708995
Cat's In The Cradle,Harry Chapin,430,103.63,0.19958677686,0.426737067646
Angie Baby,Helen Reddy,278,89.75,0.0337867309458,0.672005772006
"Fight The Power, Pt. 1",Isley Brothers,?,?,?,?
How Sweet It Is (To Be Loved by You),James Taylor,275,95.17,0.505555555556,0.681666666667
At Seventeen,Janis Ian,259,72.83,-0.0097619047619,0.537738095238
I'm Not Lisa,Jessi Colter,106,97.2,0.111111111111,0.244444444444
Bungle In The Jungle,Jethro Tull,281,96.18,0.125873643265,0.569703243616
You Are So Beautiful,Joe Cocker,89,75.88,0.866666666667,1.0
It's A Sin When You Love Somebody,Joe Cocker,1,?,0.0,0.0
"Get Down, Get Down (Get On The Floor)",Joe Simon,641,105.66,0.244329573935,0.442136591479
I'm Sorry,John Denver,140,89.75,-0.171180555556,0.728472222222
Calypso,John Denver,182,96.18,0.171487603306,0.534848484848
Thank God I'm A Country Boy,John Denver,443,94.15,0.207178030303,0.629415922619
Get Down Tonight,K.C. and The Sunshine Band,?,?,?,?
Lady Marmalade,Labelle,297,73.85,?,?
Long Tall Glasses (I Can Dance),Leo Sayer,1,?,0.0,0.0
When Will I Be Loved,Linda Ronstadt,96,95.17,0.252146464646,0.512247474747
You're No Good,Linda Ronstadt,182,91.78,-0.21724137931,0.56724137931
Love Won't Let Me Wait,Major Harris,182,100.24,0.162377344877,0.581183261183
Midnight Blue,Melissa Manchester,186,94.15,0.258823529412,0.350420168067
Wildfire,Michael Murphy,146,90.77,-0.140187590188,0.416378066378
The Rockford Files,Mike Post,2,?,0.0,0.0
Lovin' You,Minnie Riperton,129,97.2,0.465426997245,0.662121212121
Feelings,Morris Albert,136,81.29,0.336111111111,0.497222222222
Bad Blood,Neil Sedaka,265,97.2,-0.243214285714,0.633095238095
Laughter In The Rain,Neil Sedaka,202,95.17,0.557142857143,0.696428571429
Fire,Ohio Players,201,89.75,0.270454545455,0.495454545455
Have You Never Been Mellow,Olivia Newton-John,167,97.2,0.204938271605,0.598302469136
Please Mr Please,Olivia Newton-John,215,97.2,0.100874125874,0.556118881119
Dance With Me,Orleans,152,97.2,0.235714285714,0.435714285714
Jackie Blue,Ozark Mountain Daredevil,?,?,?,?
I Don't Like To Sleep Alone,Paul Anka,143,107.69,0.069683851502,0.652236652237
Junior's Farm,Paul McCartney and Wings,?,?,?,?
Sally G,Paul McCartney and Wings,?,?,?,?
Poetry Man,Phoebe Snow,202,99.23,0.326785714286,0.445535714286
Magic,Pilot,142,91.78,0.3125,0.958333333333
Killer Queen,Queen,189,57.94,0.10101010101,0.493686868687
Misty,Ray Stevens,235,98.21,0.279464285714,0.416964285714
Snookeroo,Ringo Starr,288,88.74,0.183333333333,0.589393939394
Only You,Ringo Starr,182,100.24,0.213324175824,0.864285714286
No No Song,Ringo Starr,290,96.18,0.0249870600414,0.547619047619
You Got The Love,Rufus,165,100.24,0.23956043956,0.418681318681
Chevy Van,Sammy Johns,209,106.67,0.157390873016,0.46433531746
Boogie On Reggae Woman,Stevie Wonder,170,100.24,0.0254945054945,0.619725274725
Lady,Styx,127,90.77,0.24962962963,0.579259259259
"Don't Call Us, We'll Call You",Sugarloaf,233,105.66,?,?
Ballroom Blitz,Sweet,315,90.77,0.120238095238,0.324404761905
It Only Takes A Minute,Tavares,379,99.23,0.278135165211,0.58774182503
When Will I See You Again,Three Degrees,115,106.67,0.45,0.766666666667
He Don't Love You (Like I Love You),Tony Orlando and Dawn,?,?,?,?
Why Can't We Be Friends?,War,?,?,?,?
Listen To What The Man Said,Wings,144,105.66,?,?
Dream On,Aerosmith,245,97.2,0.373636363636,0.51
"More, More, More",Andrea True Connection,347,100.24,0.4,0.422222222222
Tryin' To Get The Feeling Again,Barry Manilow,286,88.74,0.0841746031746,0.453563492063
I Write The Songs,Barry Manilow,262,95.17,0.28602484472,0.503002070393
Money Honey,Bay City Rollers,168,98.21,0.148148148148,0.596296296296
Saturday Night,Bay City Rollers,317,113.1,0.428125,0.575
Rock And Roll Music,Beach Boys,311,97.2,0.142962962963,0.265925925926
Got To Get You Into My Life,Beatles,209,97.2,0.143571428571,0.499285714286
Fanny (Be Tender With My Love),Bee Gees,313,99.23,0.454334554335,0.636528286528
You Should Be Dancing,Bee Gees,218,107.69,0.094532627866,0.205335097002
Let Your Love Flow,Bellamy Brothers,317,96.18,0.371973684211,0.643815789474
Lowdown,Boz Scaggs,286,86.71,-0.140098566308,0.492562724014
I'll Be Good To You,Brothers Johnson,399,113.1,0.621497418244,0.604612736661
Convoy,C.W. McCall,?,?,?,?
Young Hearts Run Free,Candi Staton,210,96.18,0.262318181818,0.602
Lonely Night (Angel Face),Captain and Tennille,?,?,?,?
Shop Around,Captain and Tennille,281,88.74,0.387837837838,0.574924924925
If You Leave Me Now,Chicago,88,96.18,0.158333333333,0.605952380952
Devil Woman,Cliff Richard,323,91.78,-0.393452380952,0.623214285714
Sweet Love,Commodores,384,105.66,0.321917989418,0.606653439153
Sara Smile,Daryl Hall and John Oates,?,?,?,?
She's Gone,Daryl Hall and John Oates,?,?,?,?
Golden Years,David Bowie,350,97.2,0.227532679739,0.462278244631
Walk Away From Love,David Ruffin,298,89.75,0.427142857143,0.566428571429
"Theme From ""Mahogany""",Diana Ross,188,99.23,0.0590909090909,0.618181818182
Love Hangover,Diana Ross,174,99.23,0.389473684211,0.636842105263
Love To Love You Baby,Donna Summer,241,88.74,0.417122040073,0.603096539162
Deep Purple,Donny and Marie Osmond,?,?,?,?
Misty Blue,Dorothy Moore,104,107.69,0.1875,0.5125
A Little Bit More,Dr. Hook,?,?,?,?
Only Sixteen,Dr. Hook,?,?,?,?
Take It To The Limit,Eagles,235,91.78,0.202777777778,0.387134502924
Getaway,"Earth, Wind and Fire",213,98.21,-0.326785714286,0.875297619048
Sing A Song,"Earth, Wind and Fire",135,90.77,0.065873015873,0.253174603175
Evil Woman,Electric Light Orchestra,265,78.25,-0.538830409357,0.822076023392
Island Girl,Elton John,255,95.17,0.0263888888889,0.193611111111
Don't Go Breaking My Heart,Elton John and Kiki Dee,?,?,?,?
Fooled Around And Fell In Love,Elvin Bishop,229,94.15,0.337815656566,0.586994949495
I'd Really Love To See You Tonight,England Dan and John Ford Coley,?,?,?,?
All By Myself,Eric Carmen,165,82.31,0.196103896104,0.508134920635
Rhiannon (Will You Ever Win),Fleetwood Mac,157,90.77,0.576666666667,0.47
Say You Love Me,Fleetwood Mac,258,89.75,0.230466269841,0.58623015873
Slow Ride,Foghat,214,83.32,0.18561187916,0.522529441884
"December, 1963 (Oh, What A Night)",Four Seasons,415,115.13,0.236471619898,0.553826530612
Dream Weaver,Gary Wright,137,86.71,0.262142857143,0.487857142857
Love Is Alive,Gary Wright,171,89.75,0.233333333333,0.509821428571
This Masquerade,George Benson,154,79.26,-0.124801587302,0.651587301587
Country Boy (You Got Your Feet In L.A.),Glen Campbell,?,?,?,?
Shannon,Henry Gross,109,91.78,0.116666666667,0.629722222222
You Sexy Thing,Hot Chocolate,318,89.75,0.4275,0.891666666667
With Your Love,Jefferson Starship,310,96.18,0.512903225806,0.622222222222
Welcome Back,John Sebastian,201,79.26,0.371428571429,0.411160714286
Let Her In,John Travolta,204,100.24,0.0166666666667,0.483333333333
Disco Lady,Johnnie Taylor,341,88.74,-0.00333694083694,0.451334776335
That's The Way I Like It,K.C. and The Sunshine Band,?,?,?,?
"(Shake, Shake, Shake) Shake Your Booty",K.C. and The Sunshine Band,?,?,?,?
I'm Easy,Keith Carradine,289,97.2,0.159907407407,0.666388888889
Rock And Roll All Nite,Kiss,248,93.14,-0.0785714285714,0.607142857143
Junk Food Junkie,Larry Groce,414,99.23,0.138547231901,0.453859852884
You'll Never Find Another Love Like Mine,Lou Rawls,332,86.71,-0.0368881118881,0.558974358974
Kiss And Say Goodbye,Manhattans,251,97.2,-0.0454545454545,0.559848484848
Right Back Where We Started From,Maxine Nightingale,158,98.21,0.27400085034,0.476530612245
Love Hurts,Nazareth,156,98.21,0.386379928315,0.545698924731
Love Rollercoaster,Ohio Players,162,89.75,0.236205593348,0.514247921391
Who'd She Coo,Ohio Players,188,75.88,0.075,0.45
I Love Music (Pt. 1),O'Jays,?,?,?,?
Still The One,Orleans,248,94.15,0.250980392157,0.305882352941
Tear The Roof Off The Sucker,Parliament,231,106.67,0.382608695652,0.55652173913
Times Of Your Life,Paul Anka,172,83.32,0.115476190476,0.472619047619
50 Ways To Leave Your Lover,Paul Simon,340,106.67,0.136232220161,0.497758194187
"Baby, I Love Your Way",Peter Frampton,209,87.72,0.2925,0.585
Show Me The Way,Peter Frampton,222,97.2,-0.00555555555556,0.508888888889
Bohemian Rhapsody,Queen,371,89.75,-0.00294957010582,0.489514550265
You're My Best Friend,Queen,193,99.23,0.345622895623,0.52037037037
"Theme From ""S.W.A.T""",Rhythm Heritage,?,?,?,?
Disco Duck,Rick Dees,272,107.69,0.0556137566138,0.414132275132
Sweet Thing,Rufus,311,96.18,0.147658730159,0.651825396825
