Year,Position,Artist,Song Title
1986,1,Dionne and Friends,That's What Friends Are For
1986,2,Lionel Richie,"Say You, Say Me"
1986,3,Klymaxx,I Miss You
1986,4,Patti Labelle and Michael McDonald,On My Own
1986,5,Mr. Mister,Broken Wings
1986,6,Whitney Houston,How Will I Know
1986,7,Eddie Murphy,Party All The Time
1986,8,Survivor,Burning Heart
1986,9,Mr. Mister,Kyrie
1986,10,Robert Palmer,Addicted To Love
1986,11,Whitney Houston,Greatest Love Of All
1986,12,Atlantic Starr,Secret Lovers
1986,13,Carl Anderson and Gloria Loring,Friends And Lovers
1986,14,Peter Cetera,Glory Of Love
1986,15,Pet Shop Boys,West End Girls
1986,16,Billy Ocean,There'll Be Sad Songs
1986,17,Simple Minds,Alive And Kicking
1986,18,Heart,Never
1986,19,Prince and The Revolution,Kiss
1986,20,Steve Winwood,Higher Love
1986,21,Huey Lewis and The News,Stuck With You
1986,22,Simply Red,Holding Back The Years
1986,23,Peter Gabriel,Sledgehammer
1986,24,Starship,Sara
1986,25,Human League,Human
1986,26,Nu Shooz,I Can't Wait
1986,27,Berlin,Take My Breath Away
1986,28,Falco,Rock Me Amadeus
1986,29,Madonna,Papa Don't Preach
1986,30,Bon Jovi,You Give Love A Bad Name
1986,31,Billy Ocean,When The Going Gets Tough
1986,32,Janet Jackson,When I Think Of You
1986,33,Heart,These Dreams
1986,34,Glass Tiger,Don't Forget Me (When I'm Gone)
1986,35,Madonna,Live To Tell
1986,36,Belinda Carlisle,Mad About You
1986,37,Level 42,Something About You
1986,38,Bananarama,Venus
1986,39,Lionel Richie,Dancing On The Ceiling
1986,40,Miami Sound Machine,Conga
1986,41,Cyndi Lauper,True Colors
1986,42,Kenny Loggins,Danger Zone
1986,43,Janet Jackson,What Have You Done For Me Lately
1986,44,Howard Jones,No One Is To Blame
1986,45,Sly Fox,Let's Go All The Way
1986,46,Robert Palmer,I Didn't Mean To Turn You On
1986,47,Miami Sound Machine,Words Get In The Way
1986,48,Bangles,Manic Monday
1986,49,Dire Straits,Walk Of Life
1986,50,Boston,Amanda
1986,51,Stacey Q,Two Of Hearts
1986,52,Jets,Crush On You
1986,53,Orchestral Manoeuvres In The Dark,If You Leave
1986,54,Genesis,Invisible Touch
1986,55,Sade,The Sweetest Taboo
1986,56,INXS,What You Need
1986,57,Stevie Nicks,Talk To Me
1986,58,Janet Jackson,Nasty
1986,59,Eddie Money,Take Me Home Tonight
1986,60,Jermaine Stewart,We Don't Have To Take Our Clothes Off
1986,61,Lisa Lisa and Cult Jam With Full Force,All Cried Out
1986,62,Outfield,Your Love
1986,63,Wham!,I'm Your Man
1986,64,Scritti Politti,Perfect Way
1986,65,James Brown,Living In America
1986,66,John Cougar Mellencamp,R.O.C.K. In The U.S.A.
1986,67,El Debarge,Who's Johnny
1986,68,Cameo,Word Up
1986,69,Van Halen,Why Can't This Be Love
1986,70,Mike and The Mechanics,Silent Running
1986,71,Tina Turner,Typical Male
1986,72,John Cougar Mellencamp,Small Town
1986,73,Baltimora,Tarzan Boy
1986,74,Mike and The Mechanics,All I Need Is A Miracle
1986,75,Michael McDonald,Sweet Freedom
1986,76,Madonna,True Blue
1986,77,Timex Social Club,Rumors
1986,78,Dream Academy,Life In A Northern Town
1986,79,Miami Sound Machine,Bad Boy
1986,80,ZZ Top,Sleeping Bag
1986,81,Cars,Tonight She Comes
1986,82,Rod Stewart,Love Touch
1986,83,Sheila E.,A Love Bizarre
1986,84,Genesis,Throwing It All Away
1986,85,Regina,Baby Love
1986,86,Arcadia,Election Day
1986,87,Elton John,Nikita
1986,88,Phil Collins,Take Me Home
1986,89,Run-D.M.C.,Walk This Way
1986,90,Anita Baker,Sweet Love
1986,91,Moody Blues,Your Wildest Dreams
1986,92,Paul McCartney,Spies Like Us
1986,93,Starpoint,Object Of My Desire
1986,94,Daryl Hall,Dreamtime
1986,95,Force M.D.'s,Tender Love
1986,96,Thompson Twins,King For A Day
1986,97,Lionel Richie,Love Will Conquer All
1986,98,George Michael,A Different Corner
1986,99,Toto,I'll Be Over You
1986,100,Stevie Wonder,Go Home
