Year,Position,Artist,Song Title
1995,1,Coolio,Gangsta's Paradise
1995,2,TLC,Waterfalls
1995,3,TLC,Creep
1995,4,Seal,Kiss From A Rose
1995,5,Boyz II Men,On Bended Knee
1995,6,Real McCoy,Another Night
1995,7,Mariah Carey,Fantasy
1995,8,Madonna,Take A Bow
1995,9,Monica,Don't Take It Personal (Just One Of Dem Days)
1995,10,Montell Jordan,This Is How We Do It
1995,11,Dionne Farris,I Know
1995,12,Boyz II Men,Water Runs Dry
1995,13,Adina Howard,Freak Like Me
1995,14,Blues Traveler,Run-Around
1995,15,All-4-One,I Can Love You Like That
1995,16,Bryan Adams,Have You Ever Really Loved A Woman?
1995,17,Bon Jovi,Always
1995,18,Shaggy,Boombastic / In The Summertime
1995,19,Nicki French,Total Eclipse Of The Heart
1995,20,Des'ree,You Gotta Be
1995,21,Michael Jackson,You Are Not Alone
1995,22,Hootie and The Blowfish,Hold My Hand
1995,23,Notorious B.I.G.,One More Chance-Stay With Me
1995,24,Ini Kamoze,Here Comes The Hotstepper
1995,25,Soul For Real,Candy Rain
1995,26,Hootie and The Blowfish,Let Her Cry
1995,27,Blessid Union Of Souls,I Believe
1995,28,TLC,Red Light Special
1995,29,Janet Jackson,Runaway
1995,30,Sheryl Crow,Strong Enough
1995,31,Vanessa Williams,Colors Of The Wind
1995,32,Jon B.,Someone To Love
1995,33,Hootie and The Blowfish,Only Wanna Be With You
1995,34,Brownstone,If You Love Me
1995,35,Martin Page,In The House Of Stone And Light
1995,36,Luniz,I Got 5 On It
1995,37,Brandy,Baby
1995,38,Real McCoy,Run Away
1995,39,Sophie B. Hawkins,As I Lay Me Down
1995,40,Mokenstef,He's Mine
1995,41,Collective Soul,December
1995,42,Method Man-Mary J. Blige,I'll Be There For You-You're All I Need To Get By
1995,43,Diana King,Shy Guy
1995,44,Melissa Etheridge,I'm The Only One
1995,45,Soul For Real,Every Little Thing I Do
1995,46,BLACKstreet,Before I Let You Go
1995,47,Notorious B.I.G.,Big Poppa / Warning
1995,48,4 P.M.,Sukiyaki
1995,49,Brandy,I Wanna Be Down
1995,50,Boyz II Men,I'll Make Love To You
1995,51,2Pac,Dear Mama / Old School
1995,52,Jamie Walters,Hold On
1995,53,Dr. Dre,Keep Their Heads Ringin'
1995,54,Corona,The Rhythm Of The Night
1995,55,Del Amitri,Roll To Me
1995,56,Michael Jackson and Janet Jackson,Scream / Childhood
1995,57,Jodeci,Freek'n You
1995,58,Skee-lo,I Wish
1995,59,Elton John,Believe
1995,60,Natalie Merchant,Carnival
1995,61,Tom Petty,You Don't Know How It Feels
1995,62,Take That,Back For Good
1995,63,69 Boyz,Tootsee Roll
1995,64,Janet Jackson,You Want This / 70's Love Groove
1995,65,Groove Theory,Tell Me
1995,66,Total,Can't You See
1995,67,Sheryl Crow,All I Wanna Do
1995,68,Subway,This Lil' Game We Play
1995,69,Real McCoy,Come And Get Your Love
1995,70,Bon Jovi,This Ain't A Love Song
1995,71,Madonna,Secret
1995,72,Junior M.A.F.I.A.,Player's Anthem
1995,73,Naughty By Nature,Feel Me Flow
1995,74,Jade,Every Day Of The Week
1995,75,Vanessa Williams,The Sweetest Days
1995,76,20 Fingers feat. Gillette,Short Dick Man
1995,77,Brandy,Brokenhearted
1995,78,Annie Lennox,"No More ""I Love You's"""
1995,79,Faith Evans,You Used To Love Me
1995,80,Immature,Constantly
1995,81,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me"
1995,82,Crystal Waters,100% Pure Love
1995,83,Raphael Saadiq,Ask Of You
1995,84,Az,Sugar Hill
1995,85,Better Than Ezra,Good
1995,86,D'angelo,Brown Sugar
1995,87,Gloria Estefan,Turn The Beat Around
1995,88,After 7,'Til You Do Me Right
1995,89,Bone Thugs-N-Harmony,1st Of Tha Month
1995,90,Melissa Etheridge,Like The Way I Do-If I Wanted To
1995,91,Firehouse,I Live My Life For You
1995,92,Stevie B,Dream About You-Funky Melody
1995,93,Rednex,Cotton Eye Joe
1995,94,Boyz II Men,Thank You
1995,95,Pretenders,I'll Stand By You
1995,96,N II U,I Miss You
1995,97,Da Brat,Give It 2 You
1995,98,Brandy,Best Friend
1995,99,Soul Asylum,Misery
1995,100,Van Halen,Can't Stop Lovin' You
