Year,Position,Artist,Song Title
2009,1,Black Eyed Peas,Boom Boom Pow
2009,2,Lady Gaga,Poker Face
2009,3,Lady Gaga feat. Colby O'Donis,Just Dance
2009,4,Black Eyed Peas,I Gotta Feeling
2009,5,Taylor Swift,Love Story
2009,6,Flo Rida,Right Round
2009,7,Jason Mraz,I'm Yours
2009,8,Beyonce,Single Ladies (Put A Ring On It)
2009,9,Kanye West,Heartless
2009,10,All-American Rejects,Gives You Hell
2009,11,Taylor Swift,You Belong With Me
2009,12,T.I. feat. Justin Timberlake,Dead And Gone
2009,13,Fray,You Found Me
2009,14,Kings Of Leon,Use Somebody
2009,15,Keri Hilson feat. Kanye West and Ne-Yo,Knock You Down
2009,16,Jamie Foxx feat. T-Pain,Blame It
2009,17,Pitbull,I Know You Want Me (Calle Ocho)
2009,18,T.I. feat. Rihanna,Live Your Life
2009,19,Soulja Boy Tell 'em feat. Sammie,Kiss Me Thru The Phone
2009,20,Jay Sean feat. Lil Wayne,Down
2009,21,Miley Cyrus,The Climb
2009,22,Drake,Best I Ever Had
2009,23,Kelly Clarkson,My Life Would Suck Without You
2009,24,Beyonce,Halo
2009,25,Katy Perry,Hot n Cold
2009,26,Shinedown,Second Chance
2009,27,Britney Spears,Circus
2009,28,Kid Cudi,Day 'n' Nite
2009,29,Miley Cyrus,Party in the U.S.A.
2009,30,3OH!3,Don't Trust Me
2009,31,"Jay-Z, Rihanna and Kanye West",Run This Town
2009,32,Kevin Rudolf feat. Lil Wayne,Let It Rock
2009,33,Sean Kingston,Fire Burning
2009,34,Jason DeRulo,Whatcha Say
2009,35,Lady Gaga,Lovegame
2009,36,Katy Perry,Waking Up In Vegas
2009,37,Jeremih,Birthday Sex
2009,38,Pink,Sober
2009,39,Britney Spears,Womanizer
2009,40,T.I.,Whatever You Like
2009,41,Mariah Carey,Obsessed
2009,42,Ne-Yo,Mad
2009,43,Cobra Starship feat. Leighton Meester,Good Girls Go Bad
2009,44,Kanye West,Love Lockdown
2009,45,Pink,So What
2009,46,Pitbull,Hotel Room Service
2009,47,"Eminem, Dr. Dre and 50 Cent",Crack A Bottle
2009,48,Beyonce,If I Were A Boy
2009,49,Keri Hilson feat. Lil Wayne,Turning Me On
2009,50,Pussycat Dolls,I Hate This Part
2009,51,Nickelback,Gotta Be Somebody
2009,52,Pink,Please Don't Leave Me
2009,53,Lady Gaga,Paparazzi
2009,54,Akon feat. Colby O'Donis and Kardinal Offishall,Beautiful
2009,55,Coldplay,Viva la Vida
2009,56,Akon,Right Now (Na Na Na)
2009,57,Jordin Sparks,Battlefield
2009,58,Flo Rida feat. Wynter,Sugar
2009,59,Ne-Yo,Miss Independent
2009,60,Owl City,Fireflies
2009,61,Linkin Park,New Divide
2009,62,Jay-Z + Alicia Keys,Empire State Of Mind
2009,63,Daughtry,No Surprise
2009,64,Shakira,She Wolf
2009,65,Mario feat. Gucci Mane and Sean Garrett,Break Up
2009,66,Beyonce,Sweet Dreams
2009,67,Young Money,Every Girl
2009,68,Colbie Caillat,Fallin' For You
2009,69,Veronicas,Untouched
2009,70,Nickelback,If Today Was Your Last Day
2009,71,Fabolous feat. The-Dream,Throw It In The Bag
2009,72,Boys Like Girls,Love Drunk
2009,73,Asher Roth,I Love College
2009,74,Britney Spears,If U Seek Amy
2009,75,Jason Aldean,Big Green Tractor
2009,76,Taylor Swift,White Horse
2009,77,Rihanna,Disturbia
2009,78,Green Day,21 Guns
2009,79,Soulja Boy Tell'em,Turn My Swag On
2009,80,The-Dream,Rockin' That Thang
2009,81,Zac Brown Band,Chicken Fried
2009,82,Beyonce,Diva
2009,83,Iyaz,Replay
2009,84,Brad Paisley,Then
2009,85,Rob Thomas,Her Diamonds
2009,86,Jesse McCartney feat. Ludacris,How Do You Sleep?
2009,87,Britney Spears,3
2009,88,"Drake feat. Kanye West, Lil Wayne and Eminem",Forever
2009,89,Justin Bieber,One Time
2009,90,Lady Antebellum,I Run To You
2009,91,Kelly Clarkson,I Do Not Hook Up
2009,92,John Legend feat. Andre 3000,Green Light
2009,93,Billy Currington,People Are Crazy
2009,94,Zac Brown Band,Whatever It Is
2009,95,Kelly Clarkson,Already Gone
2009,96,Kristinia DeBarge,Goodbye
2009,97,Michael Franti and Spearhead feat. Cherine Anderson,Say Hey (I Love You)
2009,98,Jim Jones and Ron Browz feat. Juelz Santana,Pop Champagne
2009,99,Maxwell,Pretty Wings
2009,100,Fray,Never Say Never
