Year,Position,Artist,Song Title
1996,1,Los Del Rio,Macarena (Bayside Boys Mix)
1996,2,Mariah Carey and Boyz II Men,One Sweet Day
1996,3,Celine Dion,Because You Loved Me
1996,4,Tony Rich Project,Nobody Knows
1996,5,Mariah Carey,Always Be My Baby
1996,6,Tracy Chapman,Give Me One Reason
1996,7,Bone Thugs-N-Harmony,Tha Crossroads
1996,8,Donna Lewis,I Love You Always Forever
1996,9,Toni Braxton,You're Makin' Me High / Let It Flow
1996,10,Keith Sweat,Twisted
1996,11,Quad City DJ's,C'mon N' Ride It (The Train)
1996,12,Everything But The Girl,Missing
1996,13,Alanis Morissette,Ironic
1996,14,Whitney Houston,Exhale (Shoop Shoop)
1996,15,Gin Blossoms,Follow You Down / Til I Hear It From You
1996,16,Brandy,Sittin' Up In My Room
1996,17,2Pac,How Do U Want It / California Love
1996,18,Celine Dion,It's All Coming Back To Me Now
1996,19,Eric Clapton,Change The World
1996,20,LL Cool J,Hey Lover
1996,21,LL Cool J,Loungin
1996,22,Jann Arden,Insensitive
1996,23,La Bouche,Be My Lover
1996,24,Goo Goo Dolls,Name
1996,25,Jewel,Who Will Save Your Soul
1996,26,No Mercy,Where Do You Go
1996,27,R. Kelly,I Can't Sleep Baby (If I)
1996,28,Dishwalla,Counting Blue Cars
1996,29,Alanis Morissette,You Learn / You Oughta Know
1996,30,Joan Osborne,One Of Us
1996,31,Natalie Merchant,Wonder
1996,32,Mary J. Blige,Not Gon' Cry
1996,33,Coolio,Gangsta's Paradise
1996,34,112 feat. The Notorious B.I.G.,Only You
1996,35,R. Kelly,Down Low (Nobody Has To Know)
1996,36,SWV,You're The One
1996,37,La Bouche,Sweet Dreams
1996,38,Monica,Before You Walk Out Of My Life / Like This And Like That
1996,39,Deep Blue Something,Breakfast At Tiffany's
1996,40,Coolio,"1, 2, 3, 4 (Sumpin' New)"
1996,41,Collective Soul,The World I Know
1996,42,BLACKstreet (feat. Dr. Dre),No Diggity
1996,43,3t,Anything
1996,44,Smashing Pumpkins,1979
1996,45,TLC,Diggin' On You
1996,46,Monica,Why I Love You So Much / Ain't Nobody
1996,47,Total,Kissin' You
1996,48,Whitney Houston and Cece Winans,Count On Me
1996,49,Mariah Carey,Fantasy
1996,50,Hootie and The Blowfish,Time
1996,51,Madonna,You'll See
1996,52,Az Yet,Last Night
1996,53,Merril Bainbridge,Mouth
1996,54,Color Me Badd,"The Earth, The Sun, The Rain"
1996,55,Joe,All The Things (Your Man Won't Do)
1996,56,Oasis,Wonderwall
1996,57,Busta Rhymes,Woo-hah!! Got You All In Check / Everything Remains Raw
1996,58,Groove Theory,Tell Me
1996,59,Outkast,Elevators (Me and You)
1996,60,Blues Traveler,Hook
1996,61,LL Cool J,Doin It
1996,62,George Michael,Fastlove
1996,63,Case feat. Foxxy Brown,Touch Me Tease Me
1996,64,Kris Kross,Tonite's Tha Night
1996,65,Robert Miles,Children
1996,66,Adam Clayton and Larry Mullen,Theme From Mission: Impossible
1996,67,Bodeans,Closer To Free
1996,68,No Doubt,Just A Girl
1996,69,Aaliyah,If Your Girl Only Knew
1996,70,D'angelo,Lady
1996,71,John Mellencamp,Key West Intermezzo (I Saw You First)
1996,72,Ginuwine,Pony
1996,73,Keith Sweat,Nobody
1996,74,Hootie and The Blowfish,Old Man and Me (When I Get To Heaven)
1996,75,Sheryl Crow,If It Makes You Happy
1996,76,Sophie B. Hawkins,As I Lay Me Down
1996,77,Mc Lyte,"Keep On, Keepin' On"
1996,78,Natalie Merchant,Jealousy
1996,79,Melissa Etheridge,I Want To Come Over
1996,80,Deborah Cox,Who Do U Love
1996,81,Toni Braxton,Un-Break My Heart
1996,82,Amber,This Is Your Night
1996,83,R. Kelly,You Remind Me Of Something
1996,84,Janet Jackson,Runaway
1996,85,Planet Soul,Set U Free
1996,86,New Edition,Hit Me Off
1996,87,Total,No One Else
1996,88,Ghost Town Dj's,My Boo
1996,89,Junior M.A.F.I.A.,Get Money
1996,90,Maxi Priest feat. Shaggy,That Girl
1996,91,Do Or Die,Po Pimp
1996,92,Metallica,Until It Sleeps
1996,93,Crucial Conflict,Hay
1996,94,Ace Of Base,Beautiful Life
1996,95,Take That,Back For Good
1996,96,Pearl Jam,I Got Id / Long Road
1996,97,Faith Evans,Soon As I Get Home
1996,98,Los Del Rio,Macarena
1996,99,Hootie and The Blowfish,Only Wanna Be With You
1996,100,Seal,Don't Cry
