Year,Position,Artist,Song Title
2015,1,Mark Ronson feat. Bruno Mars,Uptown Funk!
2015,2,Ed Sheeran,Thinking Out Loud
2015,3,Wiz Khalifa feat. Charlie Puth,See You Again
2015,4,Fetty Wap,Trap Queen
2015,5,Maroon 5,Sugar
2015,6,Walk The Moon,Shut Up and Dance
2015,7,Taylor Swift,Blank Space
2015,8,Silento,Watch Me
2015,9,Weeknd,Earned It (Fifty Shades Of Grey)
2015,10,Weeknd,The Hills
2015,11,OMI,Cheerleader (Felix Jaehn Remix)
2015,12,Weeknd,Can't Feel My Face
2015,13,Ellie Goulding,Love Me Like You Do
2015,14,Hozier,Take Me To Church
2015,15,Taylor Swift feat. Kendrick Lamar,Bad Blood
2015,16,Major Lazer and DJ Snake feat. M0,Lean On
2015,17,Jason Derulo,Want To Want Me
2015,18,Taylor Swift,Shake It Off
2015,19,Skrillex and Diplo With Justin Bieber,Where Are U Now
2015,20,Rachel Platten,Fight Song
2015,21,Fetty Wap feat. Remy Boyz,679
2015,22,Meghan Trainor,Lips Are Movin
2015,23,Fifth Harmony feat. Kid Ink,Worth It
2015,24,Omarion feat. Chris Brown and Jhene Aiko,Post To Be
2015,25,Andy Grammer,"Honey, I'm Good."
2015,26,Sam Smith,I'm Not The Only One
2015,27,Selena Gomez feat. A$AP Rocky,Good For You
2015,28,Meghan Trainor,All About That Bass
2015,29,Taylor Swift,Style
2015,30,Drake,Hotline Bling
2015,31,"David Guetta feat. Nicki Minaj, Bebe Rexha and Afrojack",Hey Mama
2015,32,Flo Rida feat. Sage The Gemini and Lookas,G.D.F.R.
2015,33,Justin Bieber,What Do You Mean?
2015,34,Ed Sheeran,Photograph
2015,35,Adele,Hello
2015,36,Shawn Mendes,Stitches
2015,37,Tove Lo,Talking Body
2015,38,Nick Jonas,Jealous
2015,39,Pitbull and Ne-Yo,Time Of Our Lives
2015,40,R. City feat. Adam Levine,Locked Away
2015,41,Natalie La Rose feat. Jeremih,Somebody
2015,42,"Rihanna, Kanye West, and Paul McCartney",FourFiveSeconds
2015,43,Fall Out Boy,Centuries
2015,44,Fetty Wap feat. Monty,My Way
2015,45,Sam Hunt,Take Your Time
2015,46,Maroon 5,Animals
2015,47,Big Sean feat. E-40,I Don't F**k With You
2015,48,Rihanna,B**** Better Have My Money
2015,49,Rich Homie Quan,Flex (Ooh Ooh Ooh)
2015,50,T-Wayne,Nasty Freestyle
2015,51,"Nicki Minaj feat. Drake, Lil Wayne and Chris Brown",Only
2015,52,Sia,Elastic Heart
2015,53,Demi Lovato,Cool For The Summer
2015,54,X Ambassadors,Renegades
2015,55,Usher feat. Juicy J,I Don't Mind
2015,56,Ariana Grande and The Weeknd,Love Me Harder
2015,57,Taylor Swift,Wildest Dreams
2015,58,Sam Smith,Stay With Me
2015,59,DJ Snake and Alunageorge,You Know You Like It
2015,60,Fall Out Boy,Uma Thurman
2015,61,Beyonce,7/11
2015,62,Selena Gomez,The Heart Wants What It Wants
2015,63,Little Big Town,Girl Crush
2015,64,Trey Songz,Slow Motion
2015,65,One Direction,Drag Me Down
2015,66,Nicki Minaj feat. Drake and Lil Wayne,Truffle Butter
2015,67,Ariana Grande,One Last Time
2015,68,Nick Jonas,Chains
2015,69,Meek Mill feat. Chris Brown and Nicki Minaj,All Eyes On You
2015,70,Rae Sremmurd,No Type
2015,71,Vance Joy,Riptide
2015,72,Jidenna feat. Roman GianArthur,Classic Man
2015,73,Elle King,Ex's and Oh's
2015,74,Meghan Trainor,Dear Future Husband
2015,75,Charlie Puth feat. Meghan Trainor,Marvin Gaye
2015,76,Meghan Trainor feat. John Legend,Like I'm Gonna Lose You
2015,77,Tove Lo,Habits (Stay High)
2015,78,James Newton Howard feat. Jennifer Lawrence,The Hanging Tree
2015,79,O.T. Genasis,Coco
2015,80,"Jessie J, Ariana Grande and Nicki Minaj",Bang Bang
2015,81,Sam Smith,Lay Me Down
2015,82,iLoveMakonnen feat. Drake,Tuesday
2015,83,iLoveMemphis,Hit The Quan
2015,84,"Macklemore and Ryan Lewis feat. Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz",Downtown
2015,85,Sam Hunt,House Party
2015,86,Chris Brown and Tyga,Ayo
2015,87,Luke Bryan,Kick The Dust Up
2015,88,Big Sean feat. Drake,Blessings
2015,89,George Ezra,Budapest
2015,90,Sia,Chandelier
2015,91,Kelly Clarkson,Heartbeat Song
2015,92,Ed Sheeran,Don't
2015,93,Ella Henderson,Ghost
2015,94,Alessia Cara,Here
2015,95,Mr. Probz,Waves
2015,96,Nicky Jam and Enrique Iglesias,El Perdon (Forgiveness)
2015,97,Ne-Yo feat. Juicy J,She Knows
2015,98,One Direction,Night Changes
2015,99,Drake,Back To Back
2015,100,Calvin Harris and Disciples,How Deep Is Your Love
