Year,Position,Artist,Song Title
1990,1,Wilson Phillips,Hold On
1990,2,Roxette,It Must Have Been Love
1990,3,Sinead O'Connor,Nothing Compares 2 U
1990,4,Bell Biv Devoe,Poison
1990,5,Madonna,Vogue
1990,6,Mariah Carey,Vision Of Love
1990,7,Phil Collins,Another Day In Paradise
1990,8,En Vogue,Hold On
1990,9,Billy Idol,Cradle Of Love
1990,10,Jon Bon Jovi,Blaze Of Glory
1990,11,Bell Biv Devoe,Do Me!
1990,12,Michael Bolton,How Am I Supposed To Live Without You
1990,13,Technotronic,Pump Up The Jam
1990,14,Paula Abdul,Opposites Attract
1990,15,Janet Jackson,Escapade
1990,16,Heart,All I Wanna Do Is Make Love To You
1990,17,Maxi Priest,Close To You
1990,18,Alannah Myles,Black Velvet
1990,19,Wilson Phillips,Release Me
1990,20,Linda Ronstadt and Aaron Neville,Don't Know Much
1990,21,Lisa Stansfield,All Around The World
1990,22,Calloway,I Wanna Be Rich
1990,23,Johnny Gill,Rub You The Right Way
1990,24,Glenn Medeiros feat. Bobby Brown,She Ain't Worth It
1990,25,Sweet Sensation,If Wishes Came True
1990,26,Snap,The Power
1990,27,Nelson,(Can't Live Without Your) Love And Affection
1990,28,Taylor Dayne,Love Will Lead You Back
1990,29,Jane Child,Don't Wanna Fall In Love
1990,30,Seduction,Two To Make It Right
1990,31,Linear,Sending All My Love
1990,32,Poison,Unskinny Bop
1990,33,New Kids On The Block,Step By Step
1990,34,Roxette,Dangerous
1990,35,Billy Joel,We Didn't Start The Fire
1990,36,James Ingram,I Don't Have The Heart
1990,37,Rod Stewart,Downtown Train
1990,38,Janet Jackson,Rhythm Nation
1990,39,Tommy Page,I'll Be Your Everything
1990,40,B-52's,Roam
1990,41,Jody Watley,Everything
1990,42,Soul II Soul,Back to Life (However Do You Want Me)
1990,43,Luther Vandross,Here And Now
1990,44,Janet Jackson,Alright
1990,45,Vanilla Ice,Ice Ice Baby
1990,46,Milli Vanilli,Blame It On The Rain
1990,47,M.C. Hammer,Have You Seen Her
1990,48,Taylor Dayne,With Every Beat Of My Heart
1990,49,Janet Jackson,Come Back To Me
1990,50,Michel'le,No More Lies
1990,51,George Michael,Praying For Time
1990,52,Michael Bolton,How Can We Be Lovers
1990,53,Phil Collins,Do You Remember
1990,54,After 7,Ready Or Not
1990,55,M.C. Hammer,U Can't Touch This
1990,56,Phil Collins,I Wish It Would Rain Down
1990,57,Lou Gramm,Just Between You And Me
1990,58,Phil Collins,Something Happened On The Way To Heaven
1990,59,Janet Jackson,Black Cat
1990,60,After 7,Can't Stop
1990,61,Aerosmith,Janie's Got A Gun
1990,62,Digital Underground,The Humpty Dance
1990,63,Taylor Dayne,I'll Be Your Shelter
1990,64,Tom Petty,Free Fallin'
1990,65,Pebbles,Giving You The Benefit
1990,66,Depeche Mode,Enjoy The Silence
1990,67,Tesla,Love Song
1990,68,Bad English,Price Of Love
1990,69,Tyler Collins,Girls Nite Out
1990,70,Go West,King Of Wishful Thinking
1990,71,Chicago,What Kind Of Man Would I Be?
1990,72,Skid Row,I Remember You
1990,73,Technotronic,Get Up! (Before The Night Is Over)
1990,74,Gloria Estefan,Here We Are
1990,75,Faith No More,Epic
1990,76,Mariah Carey,Love Takes Time
1990,77,Cher,Just Like Jesse James
1990,78,B-52s,Love Shack
1990,79,Milli Vanilli,All Or Nothing
1990,80,Dino,Romeo
1990,81,Black Box,Everybody Everybody
1990,82,Billy Joel,I Go To Extremes
1990,83,Babyface,Whip Appeal
1990,84,Paul Young,Oh Girl
1990,85,D-Mob With Cathy Dennis,C'mon And Get My Love
1990,86,Paula Abdul,(It's Just) The Way That You Love Me
1990,87,Cover Girls,We Can't Go Wrong
1990,88,Michael Bolton,When I'm Back On My Feet Again
1990,89,Keith Sweat,Make You Sweat
1990,90,New Kids On The Block,This One's For The Children
1990,91,Aerosmith,What It Takes
1990,92,Kiss,Forever
1990,93,Time,Jerk Out
1990,94,Biz Markie,Just A Friend
1990,95,A'me Lorain,Whole Wide World
1990,96,Motley Crue,Without You
1990,97,Jive Bunny and The Master Mixers,Swing The Mood
1990,98,Prince,Thieves In The Temple
1990,99,Mellow Man Ace,Mentirosa
1990,100,Kyper,Tic-Tac-Toe
