Year,Position,Artist,Song Title
1971,1,Three Dog Night,Joy To The World
1971,2,Rod Stewart,Maggie May / (Find A) Reason To Believe
1971,3,Carole King,It's Too Late / I Feel The Earth Move
1971,4,Osmonds,One Bad Apple
1971,5,Bee Gees,How Can You Mend A Broken Heart
1971,6,Raiders,Indian Reservation
1971,7,Donny Osmond,Go Away Little Girl
1971,8,John Denver,"Take Me Home, Country Roads"
1971,9,Temptations,Just My Imagination (Running Away With Me)
1971,10,Dawn,Knock Three Times
1971,11,Janis Joplin,Me And Bobby McGee
1971,12,Al Green,Tired Of Being Alone
1971,13,Honey Cone,Want Ads
1971,14,Undisputed Truth,Smiling Faces Sometimes
1971,15,Cornelius Brothers and Sister Rose,Treat Her Like A Lady
1971,16,Rolling Stones,Brown Sugar
1971,17,James Taylor,You've Got A Friend
1971,18,Jean Knight,Mr. Big Stuff
1971,19,Lee Michaels,Do You Know What I Mean
1971,20,Joan Baez,The Night They Drove Old Dixie Down
1971,21,Marvin Gaye,What's Going On
1971,22,Paul and Linda McCartney,Uncle Albert-Admiral Halsey
1971,23,Bill Withers,Ain't No Sunshine
1971,24,Five Man Electrical Band,Signs
1971,25,Tom Jones,She's A Lady
1971,26,Free Movement,I Found Someone Of My Own
1971,27,Murray Head and The Trinidad Singers,Superstar
1971,28,Jerry Reed,Amos Moses
1971,29,Grass Roots,Temptation Eyes
1971,30,Carpenters,Superstar
1971,31,George Harrison,My Sweet Lord / Isn't It A Pity
1971,32,Donny Osmond,Sweet And Innocent
1971,33,Ocean,Put Your Hand In The Hand
1971,34,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It)
1971,35,Carpenters,For All We Know
1971,36,Gordon Lightfoot,If You Could Read My Mind
1971,37,Sammi Smith,Help Me Make It Through The Night
1971,38,Carpenters,Rainy Days And Mondays
1971,39,Cher,"Gypsy, Tramps And Thieves"
1971,40,Jackson 5,Never Can Say Goodbye
1971,41,Lynn Anderson,Rose Garden
1971,42,"Hamilton, Joe Frank and Reynolds",Don't Pull Your Love
1971,43,Ringo Starr,It Don't Come Easy
1971,44,Nitty Gritty Dirt Band,Mr. Bojangles
1971,45,Fuzz,I Love You For All Seasons
1971,46,Dramatics,Whatcha See Is Whatcha Get
1971,47,Carly Simon,That's The Way I've Always Heard It Should Be
1971,48,Stevie Wonder,If You Really Love Me
1971,49,Aretha Franklin,Spanish Harlem
1971,50,Helen Reddy,I Don't Know How To Love Him
1971,51,Osmonds,Yo-yo
1971,52,Aretha Franklin,Bridge Over Troubled Water
1971,53,Partridge Family,Doesn't Somebody Want To Be Wanted
1971,54,Tommy James,Draggin' The Line
1971,55,Ike and Tina Turner,Proud Mary
1971,56,Chicago,Beginnings / Color My World
1971,57,Bells,Stay Awhile
1971,58,Stampeders,Sweet City Woman
1971,59,Lobo,Me And You And A Dog Named Boo
1971,60,Paul McCartney,"Another Day / Oh Woman, Oh Why"
1971,61,Bread,If
1971,62,Marvin Gaye,Mercy Mercy Me (The Ecology)
1971,63,Brewer and Shipley,One Toke Over The Line
1971,64,8th Day,She's Not Just Another Woman
1971,65,Freda Payne,Bring The Boys Home
1971,66,Rare Earth,I Just Want To Celebrate
1971,67,Delaney and Bonnie and Friends,Never Ending Song Of Love
1971,68,Freddy Hart,Easy Loving
1971,69,Three Dog Night,Liar
1971,70,Honey Cone,Stick-up
1971,71,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep
1971,72,Andy Williams,Love Story (Where Do I Begin)
1971,73,Cat Stevens,Wild World
1971,74,Jerry Reed,"When You're Hot, You're Hot"
1971,75,Beginning Of The End,Funky Nassau
1971,76,Olivia Newton-John,If Not For You
1971,77,King Floyd,Groove Me
1971,78,Bobby Goldsboro,Watching Scotty Grow
1971,79,Matthews' Southern Comfort,Woodstock
1971,80,Judy Collins,Amazing Grace
1971,81,Dave Edmunds,I Hear You Knocking
1971,82,Bee Gees,Lonely Days
1971,83,Fortunes,Here Comes That Rainy Day Feeling Again
1971,84,Who,Won't Get Fooled Again
1971,85,Denise Lasalle,Trapped By A Thing Called Love
1971,86,Jackson 5,Mama's Pearl
1971,87,Buoys,Timothy
1971,88,Partridge Family,I Woke Up In Love This Morning
1971,89,Isaac Hayes,"Theme From ""Shaft"""
1971,90,Gladys Knight and The Pips,If I Were Your Woman
1971,91,Neil Diamond,I Am..I Said
1971,92,Paul Stookey,Wedding Song (There Is Love)
1971,93,Wilson Pickett,"Don't Knock My Love, Pt. 1"
1971,94,Doors,Love Her Madly
1971,95,Richie Havens,Here Comes The Sun
1971,96,Wadsworth Mansion,Sweet Mary
1971,97,Brenda and The Tabulations,Right On The Tip Of My Tongue
1971,98,Fifth Dimension,One Less Bell To Answer
1971,99,Doors,Riders On The Storm
1971,100,Perry Como,It's Impossible
