Year,Position,Artist,Song Title
2014,1,Pharrell Williams,Happy
2014,2,Katy Perry feat. Juicy J,Dark Horse
2014,3,John Legend,All Of Me
2014,4,Iggy Azalea feat. Charli XCX,Fancy
2014,5,OneRepublic,Counting Stars
2014,6,Jason Derulo feat. 2 Chainz,Talk Dirty
2014,7,MAGIC!,Rude
2014,8,Meghan Trainor,All About That Bass
2014,9,Ariana Grande feat. Iggy Azalea,Problem
2014,10,Sam Smith,Stay With Me
2014,11,Pitbull feat. Ke$ha,Timber
2014,12,Bastille,Pompeii
2014,13,Taylor Swift,Shake It Off
2014,14,Nico and Vinz,Am I Wrong
2014,15,DJ Snake and Lil Jon,Turn Down For What
2014,16,Eminem feat. Rihanna,The Monster
2014,17,A Great Big World and Christina Aguilera,Say Something
2014,18,Lorde,Team
2014,19,Passenger,Let Her Go
2014,20,Lorde,Royals
2014,21,Idina Menzel,Let It Go
2014,22,Avicii,Wake Me Up!
2014,23,Imagine Dragons,Demons
2014,24,One Direction,Story Of My Life
2014,25,Sia,Chandelier
2014,26,Iggy Azalea feat. Rita Ora,Black Widow
2014,27,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang
2014,28,Disclosure feat. Sam Smith,Latch
2014,29,Maroon 5,Maps
2014,30,Chris Brown feat. Lil Wayne and French Montana or Too $hort or Tyga,Loyal
2014,31,American Authors,Best Day Of My Life
2014,32,Tove Lo,Habits (Stay High)
2014,33,Calvin Harris,Summer
2014,34,Charli XCX,Boom Clap
2014,35,Beyonce feat. Jay Z,Drunk In Love
2014,36,Nicki Minaj,Anaconda
2014,37,Ariana Grande feat. Zedd,Break Free
2014,38,Enrique Iglesias feat. Descemer Bueno and Gente De Zona,Bailando
2014,39,Ellie Goulding,Burn
2014,40,Jason Derulo feat. Snoop Dogg,Wiggle
2014,41,Clean Bandit feat. Jess Glynne,Rather Be
2014,42,Jeremih feat. Yg,Don't Tell 'Em
2014,43,Kid Ink feat. Chris Brown,Show Me
2014,44,Miley Cyrus,Wrecking Ball
2014,45,Justin Timberlake,Not A Bad Thing
2014,46,Katy Perry,Roar
2014,47,Paramore,Ain't It Fun
2014,48,Aloe Blacc,The Man
2014,49,Florida Georgia Line feat. Luke Bryan,This Is How We Roll
2014,50,Mkto,Classic
2014,51,Coldplay,A Sky Full Of Stars
2014,52,Ed Sheeran,Don't
2014,53,Trey Songz,Na Na
2014,54,Bobby Shmurda,Hot Boy
2014,55,Drake feat. Majid Jordan,"Hold On, We're Going Home"
2014,56,Ed Sheeran,Sing
2014,57,Imagine Dragons,Radioactive
2014,58,Yg feat. Jeezy and Rich Homie Quan,My Hitta
2014,59,Echosmith,Cool Kids
2014,60,Avicii,Hey Brother
2014,61,Jason Derulo,Trumpets
2014,62,Maroon 5,Animals
2014,63,Jason Aldean,Burnin' It Down
2014,64,Luke Bryan,Play It Again
2014,65,Tinashe feat. Schoolboy Q,2 On
2014,66,Florida Georgia Line,Dirt
2014,67,OneRepublic,Love Runs Out
2014,68,Brantley Gilbert,Bottoms Up
2014,69,Becky G,Shower
2014,70,Rixton,Me And My Broken Heart
2014,71,Martin Garrix,Animals
2014,72,Rich Gang feat. Young Thug and Rich Homie Quan,Lifestyle
2014,73,Kenny Chesney,American Kids
2014,74,Sara Bareilles,Brave
2014,75,The Neighbourhood,Sweater Weather
2014,76,Sam Hunt,Leave The Night On
2014,77,Chris Brown feat. Usher and Rick Ross,New Flame
2014,78,Michael Jackson and Justin Timberlake,Love Never Felt So Good
2014,79,Dierks Bentley,Drunk On A Plane
2014,80,Katy Perry,Birthday
2014,81,Lady Antebellum,Bartender
2014,82,Naughty Boy feat. Sam Smith,La La La
2014,83,Robin Thicke feat. T.I. and Pharrell,Blurred Lines
2014,84,Lady Gaga feat. R. Kelly,Do What U Want
2014,85,Shakira feat. Rihanna,Can't Remember To Forget You
2014,86,5 Seconds Of Summer,Amnesia
2014,87,T.I. feat. Iggy Azalea,No Mediocre
2014,88,Kongos,Come With Me Now
2014,89,Lil Wayne feat. Drake,Believe Me
2014,90,"Mike Will Made-It feat. Miley Cyrus, Wiz Khalifa and Juicy J",23
2014,91,Jake Owen,Beachin'
2014,92,Macklemore & Ryan Lewis feat. Schoolboy Q and Hollis,White Walls
2014,93,5 Seconds Of Summer,She Looks So Perfect
2014,94,Zedd feat. Hayley Williams,Stay The Night
2014,95,Beyonce,Partition
2014,96,Schoolboy Q feat. BJ The Chicago Kid,Studio
2014,97,Drake,0 To 100 / The Catch Up
2014,98,Lee Brice,I Don't Dance
2014,99,Miranda Lambert and Carrie Underwood,Somethin' Bad
2014,100,Miley Cyrus,Adore You
